날짜	년도	순위	곡수	곡 코드	음원명	아티스트명	앨범명	발매일	발매년도	장르_세부	장르	유통사명	기획사명
2021-05-12	2021년	247	1	86855560	뭣이중헌디	임영웅	뭣이 중헌디	2017-01-02	2017년	트로트	가요	주식회사 벅스(BUGS Corporation)	물고기뮤직
2021-05-12	2021년	248	1	77054081	내사랑 울보	SG워너비	Gift From SG Wanna Be	2009-04-22	2009년	전체	가요	STONE MUSIC ENTERTAINMENT(유통대행)	아이에스엔터미디어그룹
2021-05-12	2021년	249	1	91091925	소확행	임창정	힘든 건 사랑이 아니다	2020-10-19	2020년	발라드	가요	(주)인터파크	㈜예스아이엠엔터테인먼트
2021-05-12	2021년	250	1	92886208	Q	임영웅	사랑의 콜센타 PART49	2021-04-06	2021년	트로트	가요	주식회사 카카오엔터테인먼트	TV CHOSUN, ㈜쇼플레이
2021-05-13	2021년	1	1	93227614	맛 (Hot Sauce)	NCT DREAM	맛 (Hot Sauce) - The 1st Album	2021-05-10	2021년	랩/힙합	가요	(주)드림어스컴퍼니(국내)	SM ENTERTAINMENT
2021-05-13	2021년	2	1	93269771	Dun Dun Dance	오마이걸 (OH MY GIRL)	Dear OHMYGIRL	2021-05-10	2021년	전체	가요	소니뮤직엔터테인먼트코리아(주)(국내)	WM Entertainment
2021-05-13	2021년	3	1	86992414	롤린 (Rollin')	브레이브걸스 (Brave girls)	Rollin'	2017-03-07	2017년	댄스	가요	(주)음악형제들	브레이브엔터테인먼트 (BRAVE ENTERTAINMENT)
2021-05-13	2021년	4	1	86121754	상상더하기	라붐 (LABOUM)	Fresh Adventure	2016-04-06	2016년	댄스	가요	(주)인터파크	주식회사 글로벌에이치미디어 (GLOBAL H)
2021-05-13	2021년	5	1	92749701	라일락	아이유 (IU)	IU 5th Album 'LILAC'	2021-03-25	2021년	댄스	가요	주식회사 카카오엔터테인먼트	EDAM엔터테인먼트
2021-05-13	2021년	6	1	92682943	Peaches (Feat. Daniel Caesar & Giveon)	Justin Bieber	Justice	2021-03-19	2021년	팝	POP	(주)유니버설뮤직(해외)	Def Jam Recordings, a division of UMG Recordings, Inc
2021-05-13	2021년	7	1	93289354	서울의 잠 못 이루는 밤 (Feat. 이수현)	10CM	5.2	2021-05-13	2021년	인디	가요	주식회사 카카오엔터테인먼트	매직스트로베리사운드
2021-05-13	2021년	8	1	90677476	운전만해 (We Ride)	브레이브걸스 (Brave girls)	We Ride	2020-08-14	2020년	댄스	가요	주식회사 카카오엔터테인먼트	㈜브레이브엔터테인먼트
2021-05-13	2021년	9	1	16169546	Timeless	SG워너비	Wanna Be＋	2004-01-19	2004년	R&B/소울	가요	STONE MUSIC ENTERTAINMENT(유통)	Stone Music Entertainment
2021-05-13	2021년	10	1	92125854	Celebrity	아이유 (IU)	IU 5th Album 'LILAC'	2021-03-25	2021년	댄스	가요	주식회사 카카오엔터테인먼트	EDAM엔터테인먼트
2021-05-13	2021년	11	1	93154014	마.피.아. In the morning	ITZY (있지)	GUESS WHO	2021-04-30	2021년	랩/힙합	가요	(주)드림어스컴퍼니(국내)	(주)JYP엔터테인먼트
2021-05-13	2021년	12	1	93277819	Outerspace (Feat. 로꼬)	강다니엘	Outerspace	2021-05-13	2021년	댄스	가요	(주)비타민엔터테인먼트(국내)	주식회사 클렙
2021-05-13	2021년	13	1	58806755	라라라	SG워너비	My Friend	2008-04-24	2008년	전체	가요	STONE MUSIC ENTERTAINMENT(유통)	Stone Music Entertainment
2021-05-13	2021년	14	1	90705547	Dynamite	방탄소년단	Dynamite (DayTime Ver.)	2020-08-21	2020년	댄스	가요	(주)와이지플러스	BIGHIT MUSIC
2021-05-13	2021년	15	1	92749703	Coin	아이유 (IU)	IU 5th Album 'LILAC'	2021-03-25	2021년	댄스	가요	주식회사 카카오엔터테인먼트	EDAM엔터테인먼트
2021-05-13	2021년	16	1	81018403	내 손을 잡아	아이유 (IU)	최고의 사랑 OST Part.4 (MBC 수목드라마)	2011-05-25	2011년	드라마	OST	주식회사 카카오엔터테인먼트	더그루브엔터테인먼트 (더그루브컴퍼니)
2021-05-13	2021년	17	1	92517481	LOVE DAY (2021) (바른연애 길잡이 X 양요섭, 정은지)	양요섭 & 정은지	LOVE DAY (2021) (바른연애 길잡이 X 양요섭, 정은지)	2021-03-05	2021년	댄스	가요	주식회사 카카오엔터테인먼트	TOON STUDIO, 느을
2021-05-13	2021년	18	1	90544866	At My Worst	Pink Sweat$	The Prelude	2020-07-17	2020년	R&B/소울	POP	워너뮤직코리아(주)(해외)	Atlantic Records
2021-05-13	2021년	19	1	92898146	그냥 안아달란 말야	다비치	그냥 안아달란 말야	2021-04-12	2021년	발라드	가요	STONE MUSIC ENTERTAINMENT(유통)	Stone Music Entertainment
2021-05-13	2021년	20	1	93196495	불어온다	하이라이트 (Highlight)	The Blowing	2021-05-03	2021년	댄스	가요	주식회사 카카오엔터테인먼트	어라운드 어스
2021-05-13	2021년	21	1	38366454	내사람 : Partner For Life	SG워너비	The 3rd Masterpiece	2006-04-11	2006년	전체	가요	(주)다날	다날엔터테인먼트
2021-05-13	2021년	22	1	93126217	너의 발걸음에 빛을 비춰줄게 (Prod. by 조영수)	케이시 (Kassy)	너의 발걸음에 빛을 비춰줄게 (Prod. by 조영수)	2021-04-27	2021년	발라드	가요	주식회사 카카오엔터테인먼트	넥스타엔터테인먼트
2021-05-13	2021년	23	1	92749708	어푸 (Ah puh)	아이유 (IU)	IU 5th Album 'LILAC'	2021-03-25	2021년	댄스	가요	주식회사 카카오엔터테인먼트	EDAM엔터테인먼트
2021-05-13	2021년	24	1	89613039	Blueming	아이유 (IU)	Love poem	2019-11-18	2019년	발라드	가요	주식회사 카카오엔터테인먼트	카카오엔터테인먼트
2021-05-13	2021년	25	1	90178428	에잇 (Prod. & Feat. SUGA of BTS)	아이유 (IU)	에잇	2020-05-06	2020년	락	가요	주식회사 카카오엔터테인먼트	EDAM엔터테인먼트
2021-05-13	2021년	26	1	92604203	On The Ground	로제 (ROSÉ)	R	2021-03-12	2021년	락	가요	(주)와이지플러스	YG엔터테인먼트
2021-05-13	2021년	27	1	88344888	12 : 45 (Stripped)	etham	12 : 45 (Stripped)	2018-10-26	2018년	팝	POP	(주)유니버설뮤직(해외)	Closer Recordings Limited
2021-05-13	2021년	28	1	92911541	ASAP	STAYC (스테이씨)	STAYDOM	2021-04-08	2021년	댄스	가요	주식회사 카카오엔터테인먼트	HIGHUP ENTERTAINMENT
2021-05-13	2021년	29	1	89320910	흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야	장범준	멜로가 체질 OST Part 3 (JTBC 금토 드라마)	2019-08-23	2019년	드라마	OST	STONE MUSIC ENTERTAINMENT(유통)	Stone Music Entertainment, 삼화네트웍스
2021-05-13	2021년	30	1	91361957	밤하늘의 별을 (2020)	경서	밤하늘의 별을 (2020)	2020-11-14	2020년	인디	가요	주식회사 카카오엔터테인먼트	꿈의 엔진
2021-05-13	2021년	31	1	91839600	밝게 빛나는 별이 되어 비춰줄게	송이한	밝게 빛나는 별이 되어 비춰줄게	2020-12-29	2020년	인디	가요	주식회사 카카오엔터테인먼트	㈜뮤직디자인
2021-05-13	2021년	32	1	93227616	고래 (Dive Into You)	NCT DREAM	맛 (Hot Sauce) - The 1st Album	2021-05-10	2021년	랩/힙합	가요	(주)드림어스컴퍼니(국내)	SM ENTERTAINMENT
2021-05-13	2021년	33	1	87928158	2002	Anne-Marie	Speak Your Mind (Deluxe)	2018-04-27	2018년	팝	POP	워너뮤직코리아(주)(해외)	Atlantic Records UK
2021-05-13	2021년	34	1	16188075	살다가	SG워너비	2집 살다가	2005-03-23	2005년	R&B/소울	가요	STONE MUSIC ENTERTAINMENT(유통)	Stone Music Entertainment
2021-05-13	2021년	35	1	91423133	VVS (Feat. JUSTHIS) (Prod. by GroovyRoom)	미란이 (MIRANI) & 먼치맨 (MUNCHMAN) & Khundi Panda & 머쉬베놈 (MUSHVENOM)	쇼미더머니 9 Episode 1	2020-11-21	2020년	랩/힙합	가요	STONE MUSIC ENTERTAINMENT(유통)	Stone Music Entertainment
2021-05-13	2021년	36	1	92427194	멜로디	ASH ISLAND	멜로디	2021-02-25	2021년	랩/힙합	가요	STONE MUSIC ENTERTAINMENT(유통대행)	앰비션뮤직
2021-05-13	2021년	37	1	90960439	Savage Love (Laxed - Siren Beat) (BTS Remix)	Jawsh 685 & Jason Derulo & 방탄소년단	Savage Love (Laxed - Siren Beat) (BTS Remix)	2020-10-02	2020년	팝	POP	소니뮤직엔터테인먼트코리아(주)(해외)	Columbia
2021-05-13	2021년	38	1	90155965	Dolphin	오마이걸 (OH MY GIRL)	NONSTOP	2020-04-27	2020년	댄스	가요	소니뮤직엔터테인먼트코리아(주)(국내)	WM Entertainment
2021-05-13	2021년	39	1	90947953	Lovesick Girls	BLACKPINK	THE ALBUM	2020-10-02	2020년	댄스	가요	(주)와이지플러스	(주)YG엔터테인먼트
2021-05-13	2021년	40	1	91134598	잠이 오질 않네요	장범준	잠이 오질 않네요	2020-10-24	2020년	발라드	가요	주식회사 카카오엔터테인먼트	㈜버스커버스커
2021-05-13	2021년	41	1	90545014	취기를 빌려 (취향저격 그녀 X 산들)	산들	취기를 빌려 (취향저격 그녀 X 산들)	2020-07-20	2020년	인디	가요	주식회사 카카오엔터테인먼트	TOON STUDIO
2021-05-13	2021년	42	1	92682935	Off My Face	Justin Bieber	Justice	2021-03-19	2021년	팝	POP	(주)유니버설뮤직(해외)	Def Jam Recordings, a division of UMG Recordings, Inc
2021-05-13	2021년	43	1	89671631	METEOR	창모 (CHANGMO)	Boyhood	2019-11-29	2019년	랩/힙합	가요	STONE MUSIC ENTERTAINMENT(유통대행)	Ambition Musik
2021-05-13	2021년	44	1	92070716	이 밤을 빌려 말해요 (바른연애 길잡이 X 10CM)	10CM	이 밤을 빌려 말해요 (바른연애 길잡이 X 10CM)	2021-01-24	2021년	발라드	가요	주식회사 카카오엔터테인먼트	TOON STUDIO, 느을
2021-05-13	2021년	45	1	91359951	parachute	John K	love ＋ everything else	2020-11-13	2020년	팝	POP	소니뮤직엔터테인먼트코리아(주)(해외)	Epic
2021-05-13	2021년	46	1	16188070	죄와 벌 (罪와 罰)	SG워너비	2집 살다가	2005-03-23	2005년	R&B/소울	가요	STONE MUSIC ENTERTAINMENT(유통)	Stone Music Entertainment
2021-05-13	2021년	47	1	81461935	오래된 노래	Standing Egg (스탠딩 에그)	오래된 노래	2012-09-04	2012년	발라드	가요	주식회사 카카오엔터테인먼트	본(born)
2021-05-13	2021년	48	1	87840106	모든 날, 모든 순간 (Every day, Every Moment)	폴킴	'키스 먼저 할까요?' OST Part. 3 (SBS 월화드라마)	2018-03-20	2018년	드라마	OST	(주)드림어스컴퍼니(국내)	SM ENTERTAINMENT
2021-05-13	2021년	49	1	91829432	우린 어쩌다 헤어진 걸까	허각	Hello	2020-12-28	2020년	발라드	가요	주식회사 카카오엔터테인먼트	㈜플레이엠엔터테인먼트
2021-05-13	2021년	50	1	92673418	사이렌 Remix (Feat. UNEDUCATED KID & Paul Blanco)	호미들	사이렌 Remix	2021-03-20	2021년	랩/힙합	가요	주식회사 카카오엔터테인먼트	영앤리치 레코즈
2021-05-13	2021년	51	1	92528097	Leave The Door Open	Bruno Mars & Anderson .Paak & Silk Sonic	An Evening With Silk Sonic	2021-11-12	2021년	R&B/소울	POP	워너뮤직코리아(주)(해외)	Aftermath Entertainment, Atlantic
2021-05-13	2021년	52	1	90021550	아로하	조정석	슬기로운 의사생활 OST Part 3 (tvN 목요드라마)	2020-03-27	2020년	드라마	OST	STONE MUSIC ENTERTAINMENT(유통)	스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment
2021-05-13	2021년	53	1	92749704	봄 안녕 봄	아이유 (IU)	IU 5th Album 'LILAC'	2021-03-25	2021년	댄스	가요	주식회사 카카오엔터테인먼트	EDAM엔터테인먼트
2021-05-13	2021년	54	1	90155964	살짝 설렜어 (Nonstop)	오마이걸 (OH MY GIRL)	NONSTOP	2020-04-27	2020년	댄스	가요	소니뮤직엔터테인먼트코리아(주)(국내)	WM Entertainment
2021-05-13	2021년	55	1	93227617	우리의 계절 (My Youth)	NCT DREAM	맛 (Hot Sauce) - The 1st Album	2021-05-10	2021년	랩/힙합	가요	(주)드림어스컴퍼니(국내)	SM ENTERTAINMENT
2021-05-13	2021년	56	1	88773173	작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey)	방탄소년단	MAP OF THE SOUL : PERSONA	2019-04-12	2019년	랩/힙합	가요	(주)와이지플러스	BIGHIT MUSIC
2021-05-13	2021년	57	1	93227615	Diggity	NCT DREAM	맛 (Hot Sauce) - The 1st Album	2021-05-10	2021년	랩/힙합	가요	(주)드림어스컴퍼니(국내)	SM ENTERTAINMENT
2021-05-13	2021년	58	1	89382909	어떻게 이별까지 사랑하겠어, 널 사랑하는 거지	AKMU (악뮤)	항해	2019-09-25	2019년	락	가요	(주)와이지플러스	(주)YG엔터테인먼트
2021-05-13	2021년	59	1	93071767	기다릴게	하동균 & 봉구 (길구봉구)	기다릴게	2021-04-22	2021년	발라드	가요	주식회사 카카오엔터테인먼트	방구석 캐스팅
2021-05-13	2021년	60	1	91123274	나랑 같이 걸을래 (바른연애 길잡이 X 적재)	적재	나랑 같이 걸을래 (바른연애 길잡이 X 적재)	2020-10-23	2020년	인디	가요	주식회사 카카오엔터테인먼트	TOON STUDIO, 느을
2021-05-13	2021년	61	1	90077755	이제 나만 믿어요	임영웅	내일은 미스터트롯 우승자 특전곡	2020-04-03	2020년	트로트	가요	주식회사 카카오엔터테인먼트	TV CHOSUN
2021-05-13	2021년	62	1	89290354	Dance Monkey	Tones And I	The Kids Are Coming	2019-08-29	2019년	락	POP	워너뮤직코리아(주)(해외)	Elektra (NEK)
2021-05-13	2021년	63	1	92749702	Flu	아이유 (IU)	IU 5th Album 'LILAC'	2021-03-25	2021년	댄스	가요	주식회사 카카오엔터테인먼트	EDAM엔터테인먼트
2021-05-13	2021년	64	1	89058209	오늘도 빛나는 너에게 (To You My Light) (Feat.이라온)	마크툽 (Maktub)	Red Moon : To You My Light	2019-06-09	2019년	인디	가요	(주)비타민엔터테인먼트(국내)	(주)MAKTUB Company
2021-05-13	2021년	65	1	89374289	Memories	Maroon 5	Memories	2019-09-20	2019년	팝	POP	(주)유니버설뮤직(해외)	Interscope Records (222 Records)
2021-05-13	2021년	66	1	92213348	고백 (바른연애 길잡이 X 허각)	허각	고백 (바른연애 길잡이 X 허각)	2021-02-04	2021년	발라드	가요	주식회사 카카오엔터테인먼트	TOON STUDIO, 느을
2021-05-13	2021년	67	1	92749707	아이와 나의 바다	아이유 (IU)	IU 5th Album 'LILAC'	2021-03-25	2021년	댄스	가요	주식회사 카카오엔터테인먼트	EDAM엔터테인먼트
2021-05-13	2021년	68	1	90207913	사이렌	호미들	Ghetto Kids	2020-05-15	2020년	랩/힙합	가요	주식회사 우조엔터테인먼트	G.M.S.P
2021-05-13	2021년	69	1	90914605	Bad Boy	청하 & Christopher	Bad Boy	2020-09-23	2020년	댄스	가요	워너뮤직코리아(주)(해외)	Parlophone Denmark
2021-05-13	2021년	70	1	91551008	그날에 나는 맘이 편했을까	이예준	그날에 나는 맘이 편했을까	2020-12-03	2020년	발라드	가요	주식회사 카카오엔터테인먼트	뮤니콘
2021-05-13	2021년	71	1	93227621	주인공 (Irreplaceable)	NCT DREAM	맛 (Hot Sauce) - The 1st Album	2021-05-10	2021년	랩/힙합	가요	(주)드림어스컴퍼니(국내)	SM ENTERTAINMENT
2021-05-13	2021년	72	1	91423137	Life Goes On	방탄소년단	BE	2020-11-20	2020년	랩/힙합	가요	(주)와이지플러스	BIGHIT MUSIC
2021-05-13	2021년	73	1	43654193	내사람	SG워너비	The Precious History	2006-11-15	2006년	전체	가요	(주)다날	Stone Music Entertainment
2021-05-13	2021년	74	1	89520901	Don't Start Now	Dua Lipa	Future Nostalgia	2020-03-27	2020년	팝	POP	워너뮤직코리아(주)(해외)	Warner Records
2021-05-13	2021년	75	1	89558702	늦은 밤 너의 집 앞 골목길에서	노을	늦은 밤 너의 집 앞 골목길에서	2019-11-07	2019년	발라드	가요	주식회사 카카오엔터테인먼트	씨제스 엔터테인먼트 (C-JeS Entertainment)
2021-05-13	2021년	76	1	90709438	내 마음이 움찔했던 순간 (취향저격 그녀 X 규현)	규현 (KYUHYUN)	내 마음이 움찔했던 순간 (취향저격 그녀 X 규현)	2020-08-23	2020년	발라드	가요	주식회사 카카오엔터테인먼트	TOON STUDIO, 느을
2021-05-13	2021년	77	1	91091923	힘든 건 사랑이 아니다	임창정	힘든 건 사랑이 아니다	2020-10-19	2020년	발라드	가요	(주)인터파크	㈜예스아이엠엔터테인먼트
2021-05-13	2021년	78	1	89859975	마음을 드려요	아이유 (IU)	사랑의 불시착 OST Part 11 (tvN 토일 드라마)	2020-02-15	2020년	드라마	OST	주식회사 카카오엔터테인먼트	EDAM엔터테인먼트
2021-05-13	2021년	79	1	93227623	Rainbow (책갈피)	NCT DREAM	맛 (Hot Sauce) - The 1st Album	2021-05-10	2021년	랩/힙합	가요	(주)드림어스컴퍼니(국내)	SM ENTERTAINMENT
2021-05-13	2021년	80	1	89671512	너의 번호를 누르고 (Prod. by 영화처럼)	#안녕	너의 번호를 누르고	2019-11-30	2019년	인디	가요	(주)비타민엔터테인먼트(국내)	니즈먼트
2021-05-13	2021년	81	1	92749705	돌림노래 (Feat. DEAN)	아이유 (IU)	IU 5th Album 'LILAC'	2021-03-25	2021년	댄스	가요	주식회사 카카오엔터테인먼트	EDAM엔터테인먼트
2021-05-13	2021년	82	1	87034188	밤편지	아이유 (IU)	밤편지	2017-03-24	2017년	발라드	가요	주식회사 카카오엔터테인먼트	카카오엔터테인먼트, ㈜페이브엔터테인먼트
2021-05-13	2021년	83	1	89815269	시작	가호 (Gaho)	이태원 클라쓰 OST Part.2 (JTBC 금토드라마)	2020-02-01	2020년	드라마	OST	주식회사 블렌딩(신)	㈜블렌딩
2021-05-13	2021년	84	1	86941521	봄날	방탄소년단	YOU NEVER WALK ALONE	2017-02-13	2017년	댄스	가요	(주)와이지플러스	BIGHIT MUSIC
2021-05-13	2021년	85	1	93227768	닫힌엔딩 (Closed Ending)	숀 (SHAUN)	#0055b7	2021-05-09	2021년	일렉트로니카	가요	(주)비타민엔터테인먼트(국내)	285
2021-05-13	2021년	86	1	89296790	안녕	폴킴	호텔 델루나 OST Part.10 (tvN 토일드라마)	2019-08-12	2019년	드라마	OST	주식회사 카카오엔터테인먼트	냠냠엔터테인먼트
2021-05-13	2021년	87	1	88074702	Way Back Home	숀 (SHAUN)	Take	2018-06-27	2018년	인디	가요	(주)비타민엔터테인먼트(국내)	디씨톰엔터테인먼트
2021-05-13	2021년	88	1	93227618	Rocket	NCT DREAM	맛 (Hot Sauce) - The 1st Album	2021-05-10	2021년	랩/힙합	가요	(주)드림어스컴퍼니(국내)	SM ENTERTAINMENT
2021-05-13	2021년	89	1	88281290	Paris in the Rain	Lauv	I met you when I was 18. (the playlist)	2018-05-31	2018년	팝	POP	주식회사 벅스(BUGS Corporation)	뮤직테이블
2021-05-13	2021년	90	1	89492238	Maniac	Conan Gray	Maniac	2019-10-25	2019년	팝	POP	(주)유니버설뮤직(해외)	Republic Records a division of UMG Recordings Inc
2021-05-13	2021년	91	1	89943155	어떻게 지내 (Prod. by VAN.C)	오반	어떻게 지내	2020-03-05	2020년	인디	가요	주식회사 카카오엔터테인먼트	로맨틱팩토리
2021-05-13	2021년	92	1	92156075	추억은 만남보다 이별에 남아	정동하	추억은 만남보다 이별에 남아	2021-01-31	2021년	발라드	가요	주식회사 카카오엔터테인먼트	뮤직원 컴퍼니
2021-05-13	2021년	93	1	90443299	How You Like That	BLACKPINK	How You Like That	2020-06-26	2020년	랩/힙합	가요	(주)와이지플러스	(주)YG엔터테인먼트
2021-05-13	2021년	94	1	93275101	그대를 사랑하는 10가지 이유 (2021)	이석훈 & 로코베리	그대를 사랑하는 10가지 이유 (2021)	2021-05-12	2021년	발라드	가요	주식회사 카카오엔터테인먼트	하얀달 엔터테인먼트, 딩고뮤직, c9 ENTERTAINMENT
2021-05-13	2021년	95	1	92345184	오늘도 난 봄을 기다려	케이시 (Kassy)	비밀 : 리에 Vol.2 ''오늘도 난 봄을 기다려''	2021-02-18	2021년	발라드	가요	(주)드림어스컴퍼니(국내)	Dreamus, WHYNOT MEDIA
